Id,User,Text
112,trooperas,"Ίσως σε ενδιαφέρει: 
Δωρεά 200.000 χειρουργικών μασκών ""ΜΕΓΑ"" σε πάνω από 110 γηροκομεία της Αττικής |… https://t.co/EYXucqhjDA"
113,valia_victoria,"RT @akisFireman: Η αποτυπωση του 2020 απτους Ιταλους κι οχι μονο!
#κρουσματα #κορωνοιος #καραντινα #lockdown2gr #lockdown https://t.co/fDiv…"
114,g_m_anton,"RT @akisFireman: Η αποτυπωση του 2020 απτους Ιταλους κι οχι μονο!
#κρουσματα #κορωνοιος #καραντινα #lockdown2gr #lockdown https://t.co/fDiv…"
115,MariaMeTaYellow,"RT @akisFireman: Η αποτυπωση του 2020 απτους Ιταλους κι οχι μονο!
#κρουσματα #κορωνοιος #καραντινα #lockdown2gr #lockdown https://t.co/fDiv…"
116,JustMe95831738,"#κορονοϊος 
#Εμβολιο 
#lockdown2gr 
#καραντίνα https://t.co/LFZdLlHRT7"
117,italianoVeroGR,"#italianoVeroGR #Ιταλικά 🇮🇹

#Ιταλία #Μαθήματα #Βενετία #Βενετια #Ταξίδια

#Εργασία #Δουλειά #ΑΣΕΠ #Σπουδές #ΟΑΕΔ… https://t.co/mbToSogkFn"
118,SifisMiliarakis,"RT @akisFireman: Η αποτυπωση του 2020 απτους Ιταλους κι οχι μονο!
#κρουσματα #κορωνοιος #καραντινα #lockdown2gr #lockdown https://t.co/fDiv…"
119,Kallina__,"RT @akisFireman: Η αποτυπωση του 2020 απτους Ιταλους κι οχι μονο!
#κρουσματα #κορωνοιος #καραντινα #lockdown2gr #lockdown https://t.co/fDiv…"
120,nasioulinaki,"RT @akisFireman: Η αποτυπωση του 2020 απτους Ιταλους κι οχι μονο!
#κρουσματα #κορωνοιος #καραντινα #lockdown2gr #lockdown https://t.co/fDiv…"
121,CRF1000CYP,"RT @akisFireman: Η αποτυπωση του 2020 απτους Ιταλους κι οχι μονο!
#κρουσματα #κορωνοιος #καραντινα #lockdown2gr #lockdown https://t.co/fDiv…"
122,BomberNick,"RT @akisFireman: Η αποτυπωση του 2020 απτους Ιταλους κι οχι μονο!
#κρουσματα #κορωνοιος #καραντινα #lockdown2gr #lockdown https://t.co/fDiv…"
123,iphigvr,"RT @akisFireman: Η αποτυπωση του 2020 απτους Ιταλους κι οχι μονο!
#κρουσματα #κορωνοιος #καραντινα #lockdown2gr #lockdown https://t.co/fDiv…"
124,i_pagourina,Συγγνώμη κιόλας αλλά και εγώ αν ήμουν 90 χρονών(μακάρι να φτάσω τόσο) δε θα είχα ανησυχίες σχετικά με τις παρενέργε… https://t.co/tovh2yDyJj
125,aeolos111,"RT @akisFireman: Η αποτυπωση του 2020 απτους Ιταλους κι οχι μονο!
#κρουσματα #κορωνοιος #καραντινα #lockdown2gr #lockdown https://t.co/fDiv…"
126,akisFireman,"RT @akisFireman: Η αποτυπωση του 2020 απτους Ιταλους κι οχι μονο!
#κρουσματα #κορωνοιος #καραντινα #lockdown2gr #lockdown https://t.co/fDiv…"
127,VDimitrantzou,Νομίζω κ. Πρωθυπουργέ το λάθος ήταν που δεν φορούσατε μάσκα όχι που φωτογραφηθηκατε χωρίς. Αλλά τολμά κάνεις να δώσ… https://t.co/NPU7rMn7bf
128,toumpouza,"@KostasVaxevanis @diafanos62 Αν ο #Μητσοτακης  ακούγε τους επικοινωνιολόγους του, τότε θα έπρεπε να κλειστεί σε σκλ… https://t.co/1RExdIH02P"
129,aporiesss,"Κάποιος να κλειδώσει το ψυγείο μου και το λογαριασμό της προπληρωμένης μου asap
.
.
#καραντινα #κορονοϊός #shoppingstar #mystylerocksgr"
